1185,PG0134,2017-09-10 09:50:00+03,2017-09-10 14:55:00+03,DME,BTK,Scheduled,319,null,null  
18,PG0405,2017-08-06 09:35:00+03,2017-08-06 10:30:00+03,DME,LED,Arrived,321,2017-08-06 09:39:00+03,2017-08-06 10:35:00+03
19,PG0403,2017-07-28 11:25:00+03,2017-07-28 12:20:00+03,DME,LED,Arrived,321,2017-07-28 11:27:00+03,2017-07-28 12:22:00+03
20,PG0403,2017-07-26 11:25:00+03,2017-07-26 12:20:00+03,DME,LED,Arrived,321,2017-07-26 11:28:00+03,2017-07-26 12:23:00+03
21,PG0405,2017-07-19 09:35:00+03,2017-07-19 10:30:00+03,DME,LED,Arrived,321,2017-07-19 09:36:00+03,2017-07-19 10:31:00+03
22,PG0404,2017-07-19 19:05:00+03,2017-07-19 20:00:00+03,DME,LED,Arrived,321,2017-07-19 19:06:00+03,2017-07-19 20:00:00+03
23,PG0403,2017-07-19 11:25:00+03,2017-07-19 12:20:00+03,DME,LED,Arrived,321,2017-07-19 11:29:00+03,2017-07-19 12:25:00+03
24,PG0402,2017-07-19 12:25:00+03,2017-07-19 13:20:00+03,DME,LED,Arrived,321,2017-07-19 12:29:00+03,2017-07-19 13:24:00+03
25,PG0404,2017-07-28 19:05:00+03,2017-07-28 20:00:00+03,DME,LED,Arrived,321,2017-07-28 19:11:00+03,2017-07-28 20:06:00+03
26,PG0405,2017-08-12 09:35:00+03,2017-08-12 10:30:00+03,DME,LED,Arrived,321,2017-08-12 12:41:00+03,2017-08-12 13:37:00+03
27,PG0404,2017-08-12 19:05:00+03,2017-08-12 20:00:00+03,DME,LED,Arrived,321,2017-08-12 19:07:00+03,2017-08-12 20:02:00+03
28,PG0405,2017-09-03 09:35:00+03,2017-09-03 10:30:00+03,DME,LED,Scheduled,321,null,null  
29,PG0403,2017-08-12 11:25:00+03,2017-08-12 12:20:00+03,DME,LED,Arrived,321,2017-08-12 11:28:00+03,2017-08-12 12:23:00+03
30,PG0402,2017-08-12 12:25:00+03,2017-08-12 13:20:00+03,DME,LED,Arrived,321,2017-08-12 12:28:00+03,2017-08-12 13:23:00+03
31,PG0404,2017-09-03 19:05:00+03,2017-09-03 20:00:00+03,DME,LED,Scheduled,321,null,null  
32,PG0403,2017-09-03 11:25:00+03,2017-09-03 12:20:00+03,DME,LED,Scheduled,321,null,null  
33,PG0402,2017-09-03 12:25:00+03,2017-09-03 13:20:00+03,DME,LED,Scheduled,321,null,null  
34,PG0402,2017-08-07 12:25:00+03,2017-08-07 13:20:00+03,DME,LED,Arrived,321,2017-08-07 12:29:00+03,2017-08-07 13:24:00+03
35,PG0403,2017-08-07 11:25:00+03,2017-08-07 12:20:00+03,DME,LED,Arrived,321,2017-08-07 11:29:00+03,2017-08-07 12:24:00+03
36,PG0404,2017-08-07 19:05:00+03,2017-08-07 20:00:00+03,DME,LED,Arrived,321,2017-08-07 19:09:00+03,2017-08-07 20:04:00+03
37,PG0405,2017-08-07 09:35:00+03,2017-08-07 10:30:00+03,DME,LED,Arrived,321,2017-08-07 09:38:00+03,2017-08-07 10:34:00+03
38,PG0405,2017-07-28 09:35:00+03,2017-07-28 10:30:00+03,DME,LED,Arrived,321,2017-07-28 09:36:00+03,2017-07-28 10:30:00+03
39,PG0405,2017-09-08 09:35:00+03,2017-09-08 10:30:00+03,DME,LED,Scheduled,321,null,null  
40,PG0402,2017-09-13 12:25:00+03,2017-09-13 13:20:00+03,DME,LED,Scheduled,321,null,null  
41,PG0403,2017-09-13 11:25:00+03,2017-09-13 12:20:00+03,DME,LED,Scheduled,321,null,null  
42,PG0404,2017-09-13 19:05:00+03,2017-09-13 20:00:00+03,DME,LED,Scheduled,321,null,null  
43,PG0405,2017-09-13 09:35:00+03,2017-09-13 10:30:00+03,DME,LED,Scheduled,321,null,null  
44,PG0404,2017-09-08 19:05:00+03,2017-09-08 20:00:00+03,DME,LED,Scheduled,321,null,null  
45,PG0403,2017-09-08 11:25:00+03,2017-09-08 12:20:00+03,DME,LED,Scheduled,321,null,null  
46,PG0405,2017-08-15 09:35:00+03,2017-08-15 10:30:00+03,DME,LED,Arrived,321,2017-08-15 09:38:00+03,2017-08-15 10:33:00+03
47,PG0404,2017-08-15 19:05:00+03,2017-08-15 20:00:00+03,DME,LED,On Time,321,null,null  
48,PG0403,2017-08-15 11:25:00+03,2017-08-15 12:20:00+03,DME,LED,Arrived,321,2017-08-15 11:30:00+03,2017-08-15 12:25:00+03
49,PG0402,2017-08-15 12:25:00+03,2017-08-15 13:20:00+03,DME,LED,Arrived,321,2017-08-15 12:28:00+03,2017-08-15 13:24:00+03
50,PG0402,2017-08-08 12:25:00+03,2017-08-08 13:20:00+03,DME,LED,Arrived,321,2017-08-08 12:26:00+03,2017-08-08 13:21:00+03
51,PG0403,2017-08-08 11:25:00+03,2017-08-08 12:20:00+03,DME,LED,Arrived,321,2017-08-08 11:25:00+03,2017-08-08 12:20:00+03
52,PG0404,2017-08-08 19:05:00+03,2017-08-08 20:00:00+03,DME,LED,Arrived,321,2017-08-08 22:05:00+03,2017-08-08 22:59:00+03
53,PG0405,2017-08-08 09:35:00+03,2017-08-08 10:30:00+03,DME,LED,Arrived,321,2017-08-08 09:35:00+03,2017-08-08 10:30:00+03
54,PG0405,2017-07-18 09:35:00+03,2017-07-18 10:30:00+03,DME,LED,Arrived,321,2017-07-18 09:40:00+03,2017-07-18 10:35:00+03
55,PG0404,2017-07-18 19:05:00+03,2017-07-18 20:00:00+03,DME,LED,Arrived,321,2017-07-18 19:08:00+03,2017-07-18 20:03:00+03
56,PG0403,2017-07-18 11:25:00+03,2017-07-18 12:20:00+03,DME,LED,Arrived,321,2017-07-18 14:48:00+03,2017-07-18 15:43:00+03
57,PG0402,2017-07-18 12:25:00+03,2017-07-18 13:20:00+03,DME,LED,Arrived,321,2017-07-18 12:29:00+03,2017-07-18 13:24:00+03
58,PG0402,2017-09-08 12:25:00+03,2017-09-08 13:20:00+03,DME,LED,Scheduled,321,null,null  
59,PG0402,2017-07-26 12:25:00+03,2017-07-26 13:20:00+03,DME,LED,Arrived,321,2017-07-26 12:28:00+03,2017-07-26 13:23:00+03
60,PG0402,2017-07-16 12:25:00+03,2017-07-16 13:20:00+03,DME,LED,Arrived,321,2017-07-16 12:27:00+03,2017-07-16 13:22:00+03
61,PG0403,2017-07-16 11:25:00+03,2017-07-16 12:20:00+03,DME,LED,Arrived,321,2017-07-16 15:15:00+03,2017-07-16 16:10:00+03
62,PG0404,2017-07-16 19:05:00+03,2017-07-16 20:00:00+03,DME,LED,Arrived,321,2017-07-16 19:08:00+03,2017-07-16 20:03:00+03
63,PG0402,2017-08-30 12:25:00+03,2017-08-30 13:20:00+03,DME,LED,Scheduled,321,null,null  
64,PG0403,2017-08-30 11:25:00+03,2017-08-30 12:20:00+03,DME,LED,Scheduled,321,null,null  
65,PG0405,2017-09-02 09:35:00+03,2017-09-02 10:30:00+03,DME,LED,Scheduled,321,null,null  
66,PG0404,2017-09-02 19:05:00+03,2017-09-02 20:00:00+03,DME,LED,Scheduled,321,null,null  
67,PG0404,2017-07-26 19:05:00+03,2017-07-26 20:00:00+03,DME,LED,Arrived,321,2017-07-26 19:06:00+03,2017-07-26 20:01:00+03
68,PG0403,2017-09-02 11:25:00+03,2017-09-02 12:20:00+03,DME,LED,Scheduled,321,null,null  
69,PG0402,2017-09-02 12:25:00+03,2017-09-02 13:20:00+03,DME,LED,Scheduled,321,null,null  
70,PG0404,2017-08-30 19:05:00+03,2017-08-30 20:00:00+03,DME,LED,Scheduled,321,null,null  
71,PG0405,2017-08-30 09:35:00+03,2017-08-30 10:30:00+03,DME,LED,Scheduled,321,null,null  
72,PG0402,2017-08-09 12:25:00+03,2017-08-09 13:20:00+03,DME,LED,Arrived,321,2017-08-09 12:27:00+03,2017-08-09 13:23:00+03
73,PG0403,2017-08-09 11:25:00+03,2017-08-09 12:20:00+03,DME,LED,Arrived,321,2017-08-09 11:30:00+03,2017-08-09 12:27:00+03
74,PG0404,2017-08-09 19:05:00+03,2017-08-09 20:00:00+03,DME,LED,Arrived,321,2017-08-09 22:18:00+03,2017-08-09 23:13:00+03
75,PG0405,2017-08-09 09:35:00+03,2017-08-09 10:30:00+03,DME,LED,Arrived,321,2017-08-09 09:39:00+03,2017-08-09 10:35:00+03
76,PG0405,2017-09-09 09:35:00+03,2017-09-09 10:30:00+03,DME,LED,Scheduled,321,null,null  
77,PG0402,2017-08-21 12:25:00+03,2017-08-21 13:20:00+03,DME,LED,Scheduled,321,null,null  
78,PG0402,2017-09-14 12:25:00+03,2017-09-14 13:20:00+03,DME,LED,Scheduled,321,null,null  
79,PG0403,2017-09-14 11:25:00+03,2017-09-14 12:20:00+03,DME,LED,Scheduled,321,null,null  
80,PG0404,2017-09-14 19:05:00+03,2017-09-14 20:00:00+03,DME,LED,Scheduled,321,null,null  
81,PG0405,2017-09-14 09:35:00+03,2017-09-14 10:30:00+03,DME,LED,Scheduled,321,null,null  
82,PG0402,2017-08-13 12:25:00+03,2017-08-13 13:20:00+03,DME,LED,Arrived,321,2017-08-13 12:30:00+03,2017-08-13 13:25:00+03
83,PG0402,2017-08-10 12:25:00+03,2017-08-10 13:20:00+03,DME,LED,Arrived,321,2017-08-10 15:54:00+03,2017-08-10 16:51:00+03
84,PG0403,2017-08-10 11:25:00+03,2017-08-10 12:20:00+03,DME,LED,Arrived,321,2017-08-10 11:28:00+03,2017-08-10 12:23:00+03
85,PG0404,2017-08-10 19:05:00+03,2017-08-10 20:00:00+03,DME,LED,Arrived,321,2017-08-10 19:10:00+03,2017-08-10 20:06:00+03
86,PG0405,2017-08-10 09:35:00+03,2017-08-10 10:30:00+03,DME,LED,Arrived,321,2017-08-10 09:37:00+03,2017-08-10 10:33:00+03
87,PG0405,2017-07-17 09:35:00+03,2017-07-17 10:30:00+03,DME,LED,Arrived,321,2017-07-17 09:40:00+03,2017-07-17 10:36:00+03
88,PG0404,2017-07-17 19:05:00+03,2017-07-17 20:00:00+03,DME,LED,Arrived,321,2017-07-17 19:06:00+03,2017-07-17 20:02:00+03
89,PG0403,2017-07-17 11:25:00+03,2017-07-17 12:20:00+03,DME,LED,Arrived,321,2017-07-17 11:30:00+03,2017-07-17 12:25:00+03
90,PG0402,2017-07-17 12:25:00+03,2017-07-17 13:20:00+03,DME,LED,Arrived,321,2017-07-17 12:25:00+03,2017-07-17 13:20:00+03
91,PG0405,2017-08-14 09:35:00+03,2017-08-14 10:30:00+03,DME,LED,Arrived,321,2017-08-14 09:37:00+03,2017-08-14 10:33:00+03
92,PG0404,2017-08-14 19:05:00+03,2017-08-14 20:00:00+03,DME,LED,Arrived,321,2017-08-14 19:05:00+03,2017-08-14 20:00:00+03
93,PG0403,2017-08-14 11:25:00+03,2017-08-14 12:20:00+03,DME,LED,Arrived,321,2017-08-14 11:26:00+03,2017-08-14 12:21:00+03
94,PG0402,2017-08-24 12:25:00+03,2017-08-24 13:20:00+03,DME,LED,Scheduled,321,null,null  
95,PG0403,2017-08-24 11:25:00+03,2017-08-24 12:20:00+03,DME,LED,Scheduled,321,null,null  
96,PG0402,2017-08-14 12:25:00+03,2017-08-14 13:20:00+03,DME,LED,Arrived,321,2017-08-14 12:30:00+03,2017-08-14 13:25:00+03
97,PG0404,2017-08-24 19:05:00+03,2017-08-24 20:00:00+03,DME,LED,Scheduled,321,null,null  
98,PG0405,2017-08-24 09:35:00+03,2017-08-24 10:30:00+03,DME,LED,Scheduled,321,null,null  
99,PG0403,2017-08-21 11:25:00+03,2017-08-21 12:20:00+03,DME,LED,Scheduled,321,null,null  
100,PG0402,2017-09-10 12:25:00+03,2017-09-10 13:20:00+03,DME,LED,Scheduled,321,null,null  
101,PG0405,2017-09-01 09:35:00+03,2017-09-01 10:30:00+03,DME,LED,Scheduled,321,null,null  
102,PG0404,2017-09-01 19:05:00+03,2017-09-01 20:00:00+03,DME,LED,Scheduled,321,null,null  
103,PG0403,2017-09-01 11:25:00+03,2017-09-01 12:20:00+03,DME,LED,Scheduled,321,null,null  
104,PG0402,2017-09-01 12:25:00+03,2017-09-01 13:20:00+03,DME,LED,Scheduled,321,null,null  
105,PG0403,2017-09-10 11:25:00+03,2017-09-10 12:20:00+03,DME,LED,Scheduled,321,null,null  
106,PG0402,2017-08-11 12:25:00+03,2017-08-11 13:20:00+03,DME,LED,Arrived,321,2017-08-11 12:27:00+03,2017-08-11 13:23:00+03
107,PG0403,2017-08-11 11:25:00+03,2017-08-11 12:20:00+03,DME,LED,Arrived,321,2017-08-11 11:27:00+03,2017-08-11 12:21:00+03
108,PG0404,2017-08-11 19:05:00+03,2017-08-11 20:00:00+03,DME,LED,Arrived,321,2017-08-11 19:10:00+03,2017-08-11 20:04:00+03
109,PG0405,2017-08-11 09:35:00+03,2017-08-11 10:30:00+03,DME,LED,Arrived,321,2017-08-11 09:36:00+03,2017-08-11 10:31:00+03
110,PG0403,2017-08-13 11:25:00+03,2017-08-13 12:20:00+03,DME,LED,Arrived,321,2017-08-13 11:28:00+03,2017-08-13 12:23:00+03
111,PG0404,2017-09-10 19:05:00+03,2017-09-10 20:00:00+03,DME,LED,Scheduled,321,null,null  
112,PG0405,2017-09-10 09:35:00+03,2017-09-10 10:30:00+03,DME,LED,Scheduled,321,null,null  
113,PG0404,2017-08-13 19:05:00+03,2017-08-13 20:00:00+03,DME,LED,Arrived,321,2017-08-13 19:07:00+03,2017-08-13 20:02:00+03
114,PG0405,2017-08-13 09:35:00+03,2017-08-13 10:30:00+03,DME,LED,Arrived,321,2017-08-13 09:39:00+03,2017-08-13 10:34:00+03
115,PG0402,2017-08-31 12:25:00+03,2017-08-31 13:20:00+03,DME,LED,Scheduled,321,null,null  
116,PG0403,2017-08-31 11:25:00+03,2017-08-31 12:20:00+03,DME,LED,Scheduled,321,null,null  
117,PG0405,2017-08-27 09:35:00+03,2017-08-27 10:30:00+03,DME,LED,Scheduled,321,null,null  
118,PG0404,2017-08-21 19:05:00+03,2017-08-21 20:00:00+03,DME,LED,Scheduled,321,null,null  
119,PG0404,2017-08-27 19:05:00+03,2017-08-27 20:00:00+03,DME,LED,Scheduled,321,null,null  
120,PG0404,2017-08-31 19:05:00+03,2017-08-31 20:00:00+03,DME,LED,Scheduled,321,null,null  
121,PG0405,2017-08-31 09:35:00+03,2017-08-31 10:30:00+03,DME,LED,Scheduled,321,null,null  
122,PG0405,2017-08-21 09:35:00+03,2017-08-21 10:30:00+03,DME,LED,Scheduled,321,null,null  
123,PG0402,2017-07-29 12:25:00+03,2017-07-29 13:20:00+03,DME,LED,Arrived,321,2017-07-29 12:27:00+03,2017-07-29 13:22:00+03
124,PG0403,2017-07-29 11:25:00+03,2017-07-29 12:20:00+03,DME,LED,Arrived,321,2017-07-29 11:25:00+03,2017-07-29 12:20:00+03
125,PG0404,2017-07-29 19:05:00+03,2017-07-29 20:00:00+03,DME,LED,Arrived,321,2017-07-29 19:07:00+03,2017-07-29 20:02:00+03
126,PG0405,2017-07-29 09:35:00+03,2017-07-29 10:30:00+03,DME,LED,Arrived,321,2017-07-29 09:37:00+03,2017-07-29 10:31:00+03
127,PG0403,2017-08-27 11:25:00+03,2017-08-27 12:20:00+03,DME,LED,Scheduled,321,null,null  
128,PG0402,2017-08-27 12:25:00+03,2017-08-27 13:20:00+03,DME,LED,Scheduled,321,null,null  
129,PG0405,2017-07-24 09:35:00+03,2017-07-24 10:30:00+03,DME,LED,Arrived,321,2017-07-24 09:41:00+03,2017-07-24 10:36:00+03
130,PG0404,2017-07-24 19:05:00+03,2017-07-24 20:00:00+03,DME,LED,Arrived,321,2017-07-24 19:05:00+03,2017-07-24 20:00:00+03
131,PG0403,2017-07-24 11:25:00+03,2017-07-24 12:20:00+03,DME,LED,Arrived,321,2017-07-24 11:28:00+03,2017-07-24 12:23:00+03
132,PG0402,2017-07-24 12:25:00+03,2017-07-24 13:20:00+03,DME,LED,Arrived,321,2017-07-24 12:29:00+03,2017-07-24 13:24:00+03
133,PG0405,2017-08-19 09:35:00+03,2017-08-19 10:30:00+03,DME,LED,Scheduled,321,null,null  
134,PG0404,2017-08-19 19:05:00+03,2017-08-19 20:00:00+03,DME,LED,Scheduled,321,null,null  
135,PG0403,2017-08-19 11:25:00+03,2017-08-19 12:20:00+03,DME,LED,Scheduled,321,null,null  
136,PG0402,2017-08-19 12:25:00+03,2017-08-19 13:20:00+03,DME,LED,Scheduled,321,null,null  
137,PG0404,2017-08-25 19:05:00+03,2017-08-25 20:00:00+03,DME,LED,Scheduled,321,null,null  
138,PG0405,2017-09-07 09:35:00+03,2017-09-07 10:30:00+03,DME,LED,Scheduled,321,null,null  
139,PG0402,2017-07-30 12:25:00+03,2017-07-30 13:20:00+03,DME,LED,Arrived,321,2017-07-30 12:30:00+03,2017-07-30 13:25:00+03
140,PG0403,2017-07-30 11:25:00+03,2017-07-30 12:20:00+03,DME,LED,Arrived,321,2017-07-30 11:27:00+03,2017-07-30 12:22:00+03
141,PG0404,2017-07-30 19:05:00+03,2017-07-30 20:00:00+03,DME,LED,Arrived,321,2017-07-30 19:10:00+03,2017-07-30 20:06:00+03
142,PG0405,2017-07-30 09:35:00+03,2017-07-30 10:30:00+03,DME,LED,Arrived,321,2017-07-30 09:35:00+03,2017-07-30 10:30:00+03
143,PG0404,2017-09-07 19:05:00+03,2017-09-07 20:00:00+03,DME,LED,Scheduled,321,null,null  
144,PG0403,2017-09-07 11:25:00+03,2017-09-07 12:20:00+03,DME,LED,Scheduled,321,null,null  
145,PG0402,2017-09-07 12:25:00+03,2017-09-07 13:20:00+03,DME,LED,Scheduled,321,null,null  
146,PG0403,2017-08-25 11:25:00+03,2017-08-25 12:20:00+03,DME,LED,Scheduled,321,null,null  
147,PG0402,2017-08-28 12:25:00+03,2017-08-28 13:20:00+03,DME,LED,Scheduled,321,null,null  
148,PG0403,2017-08-28 11:25:00+03,2017-08-28 12:20:00+03,DME,LED,Scheduled,321,null,null  
149,PG0404,2017-08-28 19:05:00+03,2017-08-28 20:00:00+03,DME,LED,Scheduled,321,null,null  
150,PG0405,2017-08-28 09:35:00+03,2017-08-28 10:30:00+03,DME,LED,Scheduled,321,null,null  
151,PG0405,2017-08-20 09:35:00+03,2017-08-20 10:30:00+03,DME,LED,Scheduled,321,null,null  
152,PG0405,2017-07-23 09:35:00+03,2017-07-23 10:30:00+03,DME,LED,Arrived,321,2017-07-23 09:38:00+03,2017-07-23 10:32:00+03
153,PG0404,2017-07-23 19:05:00+03,2017-07-23 20:00:00+03,DME,LED,Arrived,321,2017-07-23 19:07:00+03,2017-07-23 20:02:00+03
154,PG0403,2017-07-23 11:25:00+03,2017-07-23 12:20:00+03,DME,LED,Arrived,321,2017-07-23 11:29:00+03,2017-07-23 12:24:00+03
155,PG0402,2017-07-23 12:25:00+03,2017-07-23 13:20:00+03,DME,LED,Arrived,321,2017-07-23 12:28:00+03,2017-07-23 13:24:00+03
156,PG0404,2017-08-20 19:05:00+03,2017-08-20 20:00:00+03,DME,LED,Scheduled,321,null,null  
157,PG0402,2017-07-31 12:25:00+03,2017-07-31 13:20:00+03,DME,LED,Arrived,321,2017-07-31 12:32:00+03,2017-07-31 13:26:00+03
158,PG0403,2017-07-31 11:25:00+03,2017-07-31 12:20:00+03,DME,LED,Arrived,321,2017-07-31 11:26:00+03,2017-07-31 12:21:00+03
159,PG0404,2017-07-31 19:05:00+03,2017-07-31 20:00:00+03,DME,LED,Arrived,321,2017-07-31 19:05:00+03,2017-07-31 20:00:00+03
160,PG0405,2017-07-31 09:35:00+03,2017-07-31 10:30:00+03,DME,LED,Arrived,321,2017-07-31 09:40:00+03,2017-07-31 10:36:00+03
161,PG0403,2017-08-20 11:25:00+03,2017-08-20 12:20:00+03,DME,LED,Scheduled,321,null,null  
162,PG0405,2017-08-18 09:35:00+03,2017-08-18 10:30:00+03,DME,LED,Scheduled,321,null,null  
163,PG0402,2017-08-20 12:25:00+03,2017-08-20 13:20:00+03,DME,LED,Scheduled,321,null,null  
164,PG0404,2017-08-18 19:05:00+03,2017-08-18 20:00:00+03,DME,LED,Scheduled,321,null,null  
165,PG0403,2017-08-18 11:25:00+03,2017-08-18 12:20:00+03,DME,LED,Scheduled,321,null,null  
166,PG0402,2017-08-18 12:25:00+03,2017-08-18 13:20:00+03,DME,LED,Scheduled,321,null,null  
167,PG0402,2017-07-27 12:25:00+03,2017-07-27 13:20:00+03,DME,LED,Arrived,321,2017-07-27 12:26:00+03,2017-07-27 13:21:00+03
168,PG0405,2017-09-06 09:35:00+03,2017-09-06 10:30:00+03,DME,LED,Scheduled,321,null,null  
169,PG0404,2017-09-06 19:05:00+03,2017-09-06 20:00:00+03,DME,LED,Scheduled,321,null,null  
170,PG0403,2017-09-06 11:25:00+03,2017-09-06 12:20:00+03,DME,LED,Scheduled,321,null,null  
171,PG0402,2017-09-06 12:25:00+03,2017-09-06 13:20:00+03,DME,LED,Scheduled,321,null,null  
172,PG0402,2017-09-11 12:25:00+03,2017-09-11 13:20:00+03,DME,LED,Scheduled,321,null,null  
173,PG0402,2017-08-01 12:25:00+03,2017-08-01 13:20:00+03,DME,LED,Arrived,321,2017-08-01 12:28:00+03,2017-08-01 13:22:00+03
174,PG0403,2017-08-01 11:25:00+03,2017-08-01 12:20:00+03,DME,LED,Arrived,321,2017-08-01 11:32:00+03,2017-08-01 12:28:00+03
175,PG0404,2017-08-01 19:05:00+03,2017-08-01 20:00:00+03,DME,LED,Arrived,321,2017-08-01 19:08:00+03,2017-08-01 20:04:00+03
176,PG0405,2017-08-01 09:35:00+03,2017-08-01 10:30:00+03,DME,LED,Arrived,321,2017-08-01 09:39:00+03,2017-08-01 10:33:00+03
177,PG0403,2017-09-11 11:25:00+03,2017-09-11 12:20:00+03,DME,LED,Scheduled,321,null,null  
178,PG0404,2017-09-11 19:05:00+03,2017-09-11 20:00:00+03,DME,LED,Scheduled,321,null,null  
179,PG0405,2017-09-11 09:35:00+03,2017-09-11 10:30:00+03,DME,LED,Scheduled,321,null,null  
180,PG0403,2017-07-27 11:25:00+03,2017-07-27 12:20:00+03,DME,LED,Arrived,321,2017-07-27 11:27:00+03,2017-07-27 12:22:00+03
181,PG0404,2017-07-27 19:05:00+03,2017-07-27 20:00:00+03,DME,LED,Arrived,321,2017-07-27 19:07:00+03,2017-07-27 20:02:00+03
